A0A0G2JPB7	GO:0009897;GO:0009897
CCDC88C	GO:0005737;GO:0005737;GO:0005737;GO:0030054;GO:0030054;GO:0030054;GO:0070161;GO:0070161;GO:0070161;GO:0005813;GO:0005813;GO:0005813
CCDC89	GO:0005634;GO:0005634;GO:0005737;GO:0005737
CCDC9	GO:0035145
CCDC90B	GO:0005739;GO:0005739;GO:0005739;GO:0005739;GO:0031966;GO:0031966;GO:0031966;GO:0031966
CCDC91	GO:0005654;GO:0005654;GO:0005654;GO:0005794;GO:0005794;GO:0005794;GO:0005802;GO:0005802;GO:0005802;GO:0005829;GO:0005829;GO:0005829;GO:0016020;GO:0016020;GO:0016020
CCDC92	GO:0005654;GO:0005737;GO:0005813;GO:0005814;GO:0043231
CCDC93	GO:0005769;GO:0043231
CCDC96	GO:0005930;GO:0036064
CCER2	GO:0005576
CCHCR1	GO:0005634;GO:0005634;GO:0005634;GO:0005814;GO:0005814;GO:0005814;GO:0005829;GO:0005829;GO:0005829
CCIN	GO:0005634;GO:0033150
CCK	GO:0005576;GO:0030424;GO:0005615
CCKAR	GO:0005654;GO:0005654;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0016020;GO:0016020
CCKBR	GO:0005886;GO:0005886
CCL1	GO:0005576;GO:0005576;GO:0005615;GO:0005615
CCL11	GO:0005576;GO:0005576;GO:0005615;GO:0005615
CCL13	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0005615
CCL14	GO:0005615;GO:0005615;GO:0005615
CCL15	GO:0005615;GO:0005615;GO:0005615;GO:0005615
CCL16	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0005615
CCL17	GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615
CCL18	GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005615
CCL19	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0005615
CCL2	GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615
CCL20	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0005615
CCL21	GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615
CCL22	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0005615
CCL23	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0005615
CCL24	GO:0005615;GO:0005615;GO:0005615
CCL25	GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615
CCL26	GO:0005615;GO:0005615;GO:0005615
CCL27	GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615
CCL28	GO:0005576;GO:0005576;GO:0070062;GO:0070062
CCL3	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:0005829
CCL3L1	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005615
CCL4	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0005615
CCL4L1	GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005615
CCL5	GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615
CCL7	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0005615
CCL8	GO:0005615;GO:0005615;GO:0005615;GO:0005615
CCM2	GO:0005737;GO:0005737;GO:0005737;GO:0005739;GO:0005739;GO:0005739;GO:0032991;GO:0032991;GO:0032991
CCM2L	GO:0005575;GO:0005575
CCN1	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005788;GO:0005788;GO:0005788;GO:0005788;GO:0062023;GO:0062023;GO:0062023;GO:0062023
CCN2	GO:0062023;GO:0062023;GO:0062023;GO:0062023;GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005801;GO:0005801;GO:0005801;GO:0005801;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005938;GO:0005938;GO:0005938;GO:0005938;GO:0048471;GO:0048471;GO:0048471;GO:0048471;GO:0031012;GO:0031012;GO:0031012;GO:0031012
CCN3	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005921;GO:0005921;GO:0005921;GO:0005921;GO:0030424;GO:0030424;GO:0030424;GO:0030424;GO:0030425;GO:0030425;GO:0030425;GO:0030425;GO:0043025;GO:0043025;GO:0043025;GO:0043025;GO:0043231;GO:0043231;GO:0043231;GO:0043231;GO:0062023;GO:0062023;GO:0062023;GO:0062023;GO:0031012;GO:0031012;GO:0031012;GO:0031012
CCN4	GO:0005615;GO:0005615;GO:0005829;GO:0005829;GO:0031012;GO:0031012
CCN5	GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0031012;GO:0031012;GO:0031012;GO:0031012;GO:0031012
CCN6	GO:0005615;GO:0005615;GO:0005615;GO:0005739;GO:0005739;GO:0005739;GO:0031012;GO:0031012;GO:0031012
CCNA1	GO:0005654;GO:0005829;GO:0015630;GO:0097123;GO:0097124;GO:0005737;GO:0005634
CCNA2	GO:0001939;GO:0001939;GO:0001939;GO:0001940;GO:0001940;GO:0001940;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:0097124;GO:0097124;GO:0097124;GO:0000307;GO:0000307;GO:0000307
CCNB1	GO:0005759;GO:0005759;GO:0000922;GO:0000922;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005813;GO:0005813;GO:0005829;GO:0005829;GO:0016020;GO:0016020;GO:0097125;GO:0097125;GO:0000940;GO:0000940
CCNB1IP1	GO:0000795;GO:0000795;GO:0000795
CCNB2	GO:0005813;GO:0005829;GO:0015630;GO:0016020;GO:0005634;GO:0000307;GO:0005737
CCNB3	GO:0016607;GO:0016607;GO:0005813;GO:0005813;GO:0005634;GO:0005634;GO:0000307;GO:0000307;GO:0005737;GO:0005737
CCNC	GO:0000307;GO:0005654;GO:0016592;GO:0005634
CCND1	GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005829;GO:0005829;GO:0005829;GO:0005923;GO:0005923;GO:0005923;GO:0031965;GO:0031965;GO:0031965;GO:0097128;GO:0097128;GO:0097128;GO:0000307;GO:0000307;GO:0000307;GO:0017053;GO:0017053;GO:0017053;GO:0005737;GO:0005737;GO:0005737
CCND2	GO:0000785;GO:0005634;GO:0005654;GO:0005730;GO:0005829;GO:0031965;GO:0097129;GO:0000307;GO:0005737
CCND3	GO:0005654;GO:0005829;GO:0097130;GO:0000307;GO:0005634;GO:0005737
CCNDBP1	GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0016604;GO:0016604;GO:0016604;GO:0016604
CCNE1	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005829;GO:0005829;GO:0097134;GO:0097134;GO:0005813;GO:0005813;GO:0005737;GO:0005737
CCNE2	GO:0005654;GO:0005829;GO:0005634;GO:0005813;GO:0097135;GO:0005737;GO:0097134
CCNF	GO:0005634;GO:0005634;GO:0005634;GO:0005813;GO:0005813;GO:0005813;GO:0005814;GO:0005814;GO:0005814;GO:0005829;GO:0005829;GO:0005829;GO:0030054;GO:0030054;GO:0030054;GO:0048471;GO:0048471;GO:0048471;GO:0019005;GO:0019005;GO:0019005;GO:0005737;GO:0005737;GO:0005737;GO:0000307;GO:0000307;GO:0000307
CCNG1	GO:0005654;GO:0005654;GO:0005654;GO:0030425;GO:0030425;GO:0030425;GO:0043025;GO:0043025;GO:0043025;GO:0048471;GO:0048471;GO:0048471;GO:0000307;GO:0000307;GO:0000307;GO:0005737;GO:0005737;GO:0005737;GO:0005634;GO:0005634;GO:0005634
CCNG2	GO:0005737;GO:0005634;GO:0000307
CCNH	GO:0005654;GO:0019907;GO:0000439;GO:0005675;GO:0070516;GO:0070985;GO:0005634
CCNI	GO:0031965;GO:0005737;GO:0005634;GO:0000307
CCNI2	GO:0005737;GO:0005634;GO:0000307
CCNJ	GO:0005634;GO:0000307;GO:0005737
CCNJL	GO:0005737;GO:0000307;GO:0005634
CCNK	GO:0002944;GO:0002944;GO:0002945;GO:0002945;GO:0005654;GO:0005654;GO:0005634;GO:0005634;GO:0008024;GO:0008024
CCNL1	GO:0000307;GO:0000307;GO:0000307;GO:0005634;GO:0005634;GO:0005634;GO:0016607;GO:0016607;GO:0016607
CCNL2	GO:0000307;GO:0000307;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0016607;GO:0016607;GO:0043231;GO:0043231
CCNO	GO:0005730;GO:0005737;GO:0000307;GO:0005634;GO:0005813
CCNP	GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0000307;GO:0000307;GO:0005813;GO:0005813
CCNQ	GO:0000307;GO:0000307;GO:0005634;GO:0005634
CCNT1	GO:0005730;GO:0005634;GO:0005654;GO:0005829;GO:0008024;GO:0070691
CCNT2	GO:0005634;GO:0005654;GO:0005829;GO:0005886;GO:0048471;GO:0008024
CCNY	GO:0000307;GO:0000307;GO:0000307;GO:0000307;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0000308;GO:0000308;GO:0000308;GO:0000308
CCNYL1	GO:0005886
CCNYL2	GO:0005886;GO:0005886
CCNYL3	GO:0005886
CCP110	GO:0005813;GO:0005813;GO:0005813;GO:0005813;GO:0005814;GO:0005814;GO:0005814;GO:0005814;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005929;GO:0005929;GO:0005929;GO:0005929;GO:0032991;GO:0032991;GO:0032991;GO:0032991
CCPG1	GO:0016020;GO:0016020;GO:0016020;GO:0016020
CCR1	GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0009897;GO:0009897;GO:0009897;GO:0009897;GO:0005737;GO:0005737;GO:0005737;GO:0005737
CCR10	GO:0005783;GO:0005783;GO:0005886;GO:0005886;GO:0009986;GO:0009986
CCR2	GO:0001650;GO:0001650;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0016020;GO:0016020;GO:0030425;GO:0030425;GO:0043025;GO:0043025;GO:0043204;GO:0043204;GO:0048471;GO:0048471
CCR3	GO:0005886;GO:0005886;GO:0005737;GO:0005737
CCR4	GO:0005886;GO:0005886;GO:0043025;GO:0043025
CCR5	GO:0005768;GO:0005768;GO:0005886;GO:0005886;GO:0009897;GO:0009897;GO:0009986;GO:0009986;GO:0005737;GO:0005737
CCR6	GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0009986;GO:0009986;GO:0009986;GO:0036126;GO:0036126;GO:0036126;GO:0036126;GO:0036126;GO:0097225;GO:0097225;GO:0097225;GO:0097225;GO:0097225;GO:0097228;GO:0097228;GO:0097228;GO:0097228;GO:0097228;GO:0097524;GO:0097524;GO:0097524;GO:0097524;GO:0097524
CCR7	GO:0005739;GO:0005739;GO:0005739;GO:0005739;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0009986;GO:0009986
CCR8	GO:0005886;GO:0005886;GO:0005886;GO:0005886
CCR9	GO:0005886;GO:0005886;GO:0009986;GO:0009986
CCRL2	GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005737
CCS	GO:0005634;GO:0005737;GO:0005829
CCSAP	GO:0005813;GO:0005813;GO:0005813;GO:0005814;GO:0005814;GO:0005814;GO:0005819;GO:0005819;GO:0005819;GO:0005929;GO:0005929;GO:0005929;GO:0005930;GO:0005930;GO:0005930;GO:0030424;GO:0030424;GO:0030424;GO:0035869;GO:0035869;GO:0035869;GO:0036064;GO:0036064;GO:0036064;GO:0061673;GO:0061673;GO:0061673;GO:0072686;GO:0072686;GO:0072686
CCSER2	GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0015630;GO:0015630;GO:0015630;GO:0015630
CCSMST1	GO:0016020;GO:0016020
CCT2	GO:0005576;GO:0005576;GO:0005576;GO:0005829;GO:0005829;GO:0005829;GO:0005832;GO:0005832;GO:0005832;GO:0005874;GO:0005874;GO:0005874;GO:0035578;GO:0035578;GO:0035578;GO:0044297;GO:0044297;GO:0044297;GO:0070062;GO:0070062;GO:0070062;GO:0002199;GO:0002199;GO:0002199
CCT3	GO:0005829;GO:0005829;GO:0005829;GO:0005832;GO:0005832;GO:0005832;GO:0005856;GO:0005856;GO:0005856;GO:0005874;GO:0005874;GO:0005874;GO:0044297;GO:0044297;GO:0044297;GO:0070062;GO:0070062;GO:0070062;GO:0002199;GO:0002199;GO:0002199
CCT4	GO:0005654;GO:0005654;GO:0005654;GO:0005813;GO:0005813;GO:0005813;GO:0005829;GO:0005829;GO:0005829;GO:0005832;GO:0005832;GO:0005832;GO:0005874;GO:0005874;GO:0005874;GO:0042470;GO:0042470;GO:0042470;GO:0042995;GO:0042995;GO:0042995;GO:0044297;GO:0044297;GO:0044297;GO:0070062;GO:0070062;GO:0070062;GO:0002199;GO:0002199;GO:0002199
CCT5	GO:0005813;GO:0005813;GO:0005813;GO:0005829;GO:0005829;GO:0005829;GO:0005832;GO:0005832;GO:0005832;GO:0005874;GO:0005874;GO:0005874;GO:0044297;GO:0044297;GO:0044297;GO:0070062;GO:0070062;GO:0070062
CCT6A	GO:0005737;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:0005832;GO:0005832;GO:0005832;GO:0005874;GO:0005874;GO:0005874;GO:0070062;GO:0070062;GO:0070062
CCT6B	GO:0005829;GO:0005832
CCT7	GO:0005737;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:0005832;GO:0005832;GO:0005832;GO:0005874;GO:0005874;GO:0005874;GO:0044297;GO:0044297;GO:0044297;GO:0070062;GO:0070062;GO:0070062
CCT8	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005813;GO:0005813;GO:0005813;GO:0005813;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005832;GO:0005832;GO:0005832;GO:0005832;GO:0005874;GO:0005874;GO:0005874;GO:0005874;GO:0005929;GO:0005929;GO:0005929;GO:0005929;GO:0034774;GO:0034774;GO:0034774;GO:0034774;GO:0035578;GO:0035578;GO:0035578;GO:0035578;GO:0044297;GO:0044297;GO:0044297;GO:0044297;GO:0045111;GO:0045111;GO:0045111;GO:0045111;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:1904813;GO:1904813;GO:1904813;GO:1904813;GO:0002199;GO:0002199;GO:0002199;GO:0002199
CCT8L1P	GO:0005832;GO:0005832
CCT8L2	GO:0005832;GO:0005832
CCZ1	GO:0005765;GO:0005765;GO:0005765;GO:0005829;GO:0005829;GO:0005829;GO:0043231;GO:0043231;GO:0043231;GO:0035658;GO:0035658;GO:0035658
CCZ1B	GO:0005765;GO:0005765;GO:0043231;GO:0043231;GO:0035658;GO:0035658
CD101	GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0016020;GO:0016020;GO:0016020;GO:0016020
CD109	GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0031092;GO:0031092
CD14	GO:0005576;GO:0005615;GO:0005794;GO:0005886;GO:0009897;GO:0010008;GO:0030667;GO:0045121;GO:0070062;GO:0046696
CD151	GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005925;GO:0005925;GO:0009986;GO:0009986;GO:0016020;GO:0016020;GO:0005604;GO:0005604
CD160	GO:0005576;GO:0005576;GO:0005886;GO:0005886
CD163	GO:0005576;GO:0005576;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0009897;GO:0009897;GO:0030666;GO:0030666
CD163L1	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0009897;GO:0009897;GO:0009897;GO:0009897
CD164	GO:0005576;GO:0005764;GO:0005765;GO:0005768;GO:0005886;GO:0010008
CD164L2	GO:0016020;GO:0016020;GO:0031410;GO:0031410
CD177	GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0030027;GO:0030027;GO:0030027;GO:0030027;GO:0030667;GO:0030667;GO:0030667;GO:0030667;GO:0035579;GO:0035579;GO:0035579;GO:0035579;GO:0044853;GO:0044853;GO:0044853;GO:0044853;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0070821;GO:0070821;GO:0070821;GO:0070821
CD180	GO:0005654;GO:0005654;GO:0005654;GO:0005730;GO:0005730;GO:0005730;GO:0005886;GO:0005886;GO:0005886;GO:0072686;GO:0072686;GO:0072686;GO:0005615;GO:0005615;GO:0005615;GO:0031012;GO:0031012;GO:0031012
CD19	GO:0005886;GO:0009897;GO:0045121;GO:0070062;GO:0032991
CD1A	GO:0005886;GO:0010008;GO:0045121;GO:0005615;GO:0009897
CD1B	GO:0005765;GO:0005794;GO:0005829;GO:0005886;GO:0009986;GO:0010008;GO:0016020;GO:0043231;GO:0005615;GO:0009897
CD1C	GO:0005764;GO:0005783;GO:0005794;GO:0005886;GO:0010008;GO:0043231;GO:0005615;GO:0009897
CD1D	GO:0005737;GO:0005764;GO:0005765;GO:0005783;GO:0005789;GO:0005886;GO:0009986;GO:0010008;GO:0016323;GO:0009897;GO:0005615
CD1E	GO:0000139;GO:0005730;GO:0005769;GO:0005770;GO:0005794;GO:0005886;GO:0043202;GO:0009897;GO:0005615
CD2	GO:0005576;GO:0005576;GO:0005654;GO:0005654;GO:0005794;GO:0005794;GO:0005886;GO:0005886;GO:0005911;GO:0005911;GO:0009897;GO:0009897;GO:0009898;GO:0009898;GO:0009986;GO:0009986;GO:0045121;GO:0045121;GO:0032991;GO:0032991
CD200	GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0009986;GO:0009986;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0030424;GO:0030424;GO:0030424;GO:0030424;GO:0043005;GO:0043005;GO:0043005;GO:0043005;GO:0043025;GO:0043025;GO:0043025;GO:0043025;GO:0044297;GO:0044297;GO:0044297;GO:0044297
CD200R1	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0009986;GO:0009986;GO:0009986;GO:0009986;GO:0043235;GO:0043235;GO:0043235;GO:0043235;GO:0043235;GO:0043235;GO:0009897;GO:0009897;GO:0009897;GO:0009897;GO:0009897;GO:0009897
CD200R1L	GO:0009897;GO:0009897
CD207	GO:0005886;GO:0005886;GO:0030139;GO:0030139;GO:0030669;GO:0030669;GO:0031901;GO:0031901;GO:0009897;GO:0009897
CD209	GO:0005576;GO:0005576;GO:0005737;GO:0005737;GO:0005886;GO:0005886;GO:0009897;GO:0009897;GO:0009986;GO:0009986;GO:0016020;GO:0016020;GO:0043657;GO:0043657
CD22	GO:0005737;GO:0005737;GO:0005769;GO:0005769;GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0016020;GO:0016020;GO:0032809;GO:0032809;GO:0055037;GO:0055037;GO:0070062;GO:0070062;GO:0009897;GO:0009897
CD226	GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0045121;GO:0045121;GO:0009897;GO:0009897
CD24	GO:0009986;GO:0009986;GO:0016020;GO:0016020;GO:0043231;GO:0043231;GO:0045121;GO:0045121;GO:0009897;GO:0009897
CD244	GO:0005886;GO:0005886;GO:0009897;GO:0009897
CD247	GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005794;GO:0005794;GO:0005794;GO:0005794;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0042105;GO:0042105;GO:0042105;GO:0042105;GO:0042106;GO:0042106;GO:0042106;GO:0042106;GO:0033001;GO:0033001;GO:0033001;GO:0033001;GO:0042101;GO:0042101;GO:0042101;GO:0042101
CD248	GO:0005737;GO:0005737;GO:0005737;GO:0031012;GO:0031012;GO:0031012;GO:0070062;GO:0070062;GO:0070062;GO:0009897;GO:0009897;GO:0009897
CD27	GO:0005576;GO:0005576;GO:0005886;GO:0005886;GO:0009897;GO:0009897
CD274	GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0015629;GO:0015629;GO:0015629;GO:0015629;GO:0015629;GO:0031901;GO:0031901;GO:0031901;GO:0031901;GO:0031901;GO:0055038;GO:0055038;GO:0055038;GO:0055038;GO:0055038;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0009897;GO:0009897;GO:0009897;GO:0009897;GO:0009897
CD276	GO:0009897;GO:0009897;GO:0009897;GO:0009897;GO:0016020;GO:0016020;GO:0016020;GO:0016020
CD28	GO:0001772;GO:0005829;GO:0005886;GO:0009897;GO:0009986;GO:0098636
CD2AP	GO:0001650;GO:0001726;GO:0005886;GO:0005911;GO:0015629;GO:0030139;GO:0031594;GO:0034451;GO:0048471;GO:0070062;GO:0030424;GO:0030425;GO:0031941;GO:0031252;GO:0031982;GO:0005737
CD2BP2	GO:0046540;GO:0046540;GO:0016607;GO:0016607;GO:0001650;GO:0001650;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005682;GO:0005682
CD300A	GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0070821;GO:0070821;GO:0070821;GO:0070821;GO:0101003;GO:0101003;GO:0101003;GO:0101003
CD300C	GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886
CD300E	GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886
CD300H	GO:0005576;GO:0005886
CD300LB	GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886
CD300LD	GO:0005886;GO:0005886;GO:0005886;GO:0005886
CD300LD-AS1	GO:0005576;GO:0005576
CD300LF	GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886
CD300LG	GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0016323;GO:0016323;GO:0016323;GO:0016323;GO:0016324;GO:0016324;GO:0016324;GO:0016324;GO:0032585;GO:0032585;GO:0032585;GO:0032585
CD302	GO:0005902;GO:0005902;GO:0005902;GO:0005902;GO:0005938;GO:0005938;GO:0005938;GO:0005938;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0030175;GO:0030175;GO:0030175;GO:0030175;GO:0009897;GO:0009897;GO:0009897;GO:0009897
CD320	GO:0005783;GO:0005783;GO:0005783;GO:0005886;GO:0005886;GO:0005886;GO:0016020;GO:0016020;GO:0016020;GO:0005901;GO:0005901;GO:0005901
CD33	GO:0005654;GO:0005654;GO:0005777;GO:0005777;GO:0005794;GO:0005794;GO:0005886;GO:0005886;GO:0009897;GO:0009897;GO:0035579;GO:0035579;GO:0070821;GO:0070821
CD34	GO:0005576;GO:0005737;GO:0005764;GO:0005886;GO:0009897;GO:0009925;GO:0016324;GO:0045171;GO:0048471;GO:0036053
CD36	GO:0005615;GO:0005615;GO:0005615;GO:0005794;GO:0005794;GO:0005794;GO:0005886;GO:0005886;GO:0005886;GO:0009897;GO:0009897;GO:0009897;GO:0009986;GO:0009986;GO:0009986;GO:0016020;GO:0016020;GO:0016020;GO:0016324;GO:0016324;GO:0016324;GO:0030666;GO:0030666;GO:0030666;GO:0031092;GO:0031092;GO:0031092;GO:0031526;GO:0031526;GO:0031526;GO:0035579;GO:0035579;GO:0035579;GO:0045121;GO:0045121;GO:0045121;GO:0045335;GO:0045335;GO:0045335;GO:0071944;GO:0071944;GO:0071944;GO:0043235;GO:0043235;GO:0043235;GO:0005901;GO:0005901;GO:0005901;GO:0005737;GO:0005737;GO:0005737
CD37	GO:0001772;GO:0001772;GO:0016020;GO:0016020;GO:0070062;GO:0070062;GO:0005886;GO:0005886
CD38	GO:0005634;GO:0005886;GO:0009986;GO:0016020;GO:0016323;GO:0030667;GO:0070062
CD3D	GO:0005737;GO:0005737;GO:0005886;GO:0005886;GO:0030669;GO:0030669;GO:0042105;GO:0042105;GO:0042101;GO:0042101;GO:0009897;GO:0009897
CD3E	GO:0001772;GO:0001772;GO:0005783;GO:0005783;GO:0005794;GO:0005794;GO:0005886;GO:0005886;GO:0005911;GO:0005911;GO:0009897;GO:0009897;GO:0042105;GO:0042105;GO:0042106;GO:0042106;GO:0043197;GO:0043197;GO:0044297;GO:0044297;GO:0042101;GO:0042101
CD3G	GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0030669;GO:0030669;GO:0042105;GO:0042105;GO:0042106;GO:0042106;GO:0009897;GO:0009897
CD4	GO:0005769;GO:0005788;GO:0005789;GO:0005886;GO:0009897;GO:0030669;GO:0045121;GO:0042101
CD40	GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0043231;GO:0043231;GO:0070062;GO:0070062;GO:0035631;GO:0035631;GO:0009897;GO:0009897
CD40LG	GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005794;GO:0005794;GO:0005794;GO:0005794;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0009897;GO:0009897;GO:0009897;GO:0009897;GO:0009986;GO:0009986;GO:0009986;GO:0009986;GO:0016020;GO:0016020;GO:0016020;GO:0016020
CD44	GO:0005794;GO:0005794;GO:0005794;GO:0005794;GO:0005794;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005902;GO:0005902;GO:0005902;GO:0005902;GO:0005902;GO:0005925;GO:0005925;GO:0005925;GO:0005925;GO:0005925;GO:0009986;GO:0009986;GO:0009986;GO:0009986;GO:0009986;GO:0016324;GO:0016324;GO:0016324;GO:0016324;GO:0016324;GO:0030667;GO:0030667;GO:0030667;GO:0030667;GO:0030667;GO:0031258;GO:0031258;GO:0031258;GO:0031258;GO:0031258;GO:0042995;GO:0042995;GO:0042995;GO:0042995;GO:0042995;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0035692;GO:0035692;GO:0035692;GO:0035692;GO:0035692;GO:0016323;GO:0016323;GO:0016323;GO:0016323;GO:0016323
CD46	GO:0002079;GO:0002079;GO:0002079;GO:0005886;GO:0005886;GO:0005886;GO:0005925;GO:0005925;GO:0005925;GO:0009986;GO:0009986;GO:0009986;GO:0070062;GO:0070062;GO:0070062;GO:0005615;GO:0005615;GO:0005615
